frequency_hz,quantity,id,re,im
1.77827941E+04,voltage,Rod_1_n3,2.05379609E+01,6.27431543E-01
1.77827941E+04,voltage,Rod_1_n4,2.05368558E+01,3.46833193E-01
1.77827941E+04,voltage,Rod_1_n5,2.05357427E+01,6.38633160E-02
2.37137371E+04,voltage,Node_1,2.04794743E+01,1.96247722E+00
2.37137371E+04,voltage,Node_2,2.04712495E+01,-2.19224404E-01
2.37137371E+04,voltage,Node_3,2.04673902E+01,-6.12724646E-01
2.37137371E+04,voltage,Rod_2_n1,2.04708468E+01,-3.08878318E-01
2.37137371E+04,voltage,Rod_2_n2,2.04700305E+01,-4.05380026E-01
2.37137371E+04,voltage,Rod_2_n3,2.04691527E+01,-4.87513436E-01
2.37137371E+04,voltage,Rod_2_n4,2.04683539E+01,-5.50740868E-01
2.37137371E+04,voltage,Rod_2_n5,2.04677391E+01,-5.92904218E-01
2.37137371E+04,voltage,Rod_1_n1,2.04781462E+01,1.63680163E+00
2.37137371E+04,voltage,Rod_1_n2,2.04767961E+01,1.27895976E+00
2.37137371E+04,voltage,Rod_1_n3,2.04754310E+01,9.10610627E-01
2.37137371E+04,voltage,Rod_1_n4,2.04740514E+01,5.36587598E-01
2.37137371E+04,voltage,Rod_1_n5,2.04726575E+01,1.59401888E-01
3.16227766E+04,voltage,Node_1,2.04092913E+01,2.70170748E+00
3.16227766E+04,voltage,Node_2,2.03987061E+01,-2.06531636E-01
3.16227766E+04,voltage,Node_3,2.03928548E+01,-7.30989881E-01
3.16227766E+04,voltage,Rod_2_n1,2.03982338E+01,-3.26058256E-01
3.16227766E+04,voltage,Rod_2_n2,2.03970337E+01,-4.54676527E-01
3.16227766E+04,voltage,Rod_2_n3,2.03956801E+01,-5.64139263E-01
3.16227766E+04,voltage,Rod_2_n4,2.03944174E+01,-6.48400229E-01
3.16227766E+04,voltage,Rod_2_n5,2.03934295E+01,-7.04584377E-01
3.16227766E+04,voltage,Rod_1_n1,2.04076028E+01,2.26759901E+00
3.16227766E+04,voltage,Rod_1_n2,2.04058753E+01,1.79059475E+00
3.16227766E+04,voltage,Rod_1_n3,2.04041211E+01,1.29957778E+00
3.16227766E+04,voltage,Rod_1_n4,2.04023413E+01,8.00993741E-01
3.16227766E+04,voltage,Rod_1_n5,2.04005363E+01,2.98191687E-01
4.21696503E+04,voltage,Node_1,2.03301756E+01,3.70045498E+00
4.21696503E+04,voltage,Node_2,2.03160034E+01,-1.76491521E-01
4.21696503E+04,voltage,Node_3,2.03067548E+01,-8.75527633E-01
4.21696503E+04,voltage,Rod_2_n1,2.03154184E+01,-3.35871992E-01
4.21696503E+04,voltage,Rod_2_n2,2.03135723E+01,-5.07307327E-01
4.21696503E+04,voltage,Rod_2_n3,2.03114064E+01,-6.53198506E-01
4.21696503E+04,voltage,Rod_2_n4,2.03093473E+01,-7.65490757E-01
4.21696503E+04,voltage,Rod_2_n5,2.03077176E+01,-8.40355087E-01
4.21696503E+04,voltage,Rod_1_n1,2.03279477E+01,3.12177681E+00
4.21696503E+04,voltage,Rod_1_n2,2.03256506E+01,2.48589292E+00
4.21696503E+04,voltage,Rod_1_n3,2.03233063E+01,1.83132015E+00
4.21696503E+04,voltage,Rod_1_n4,2.03209166E+01,1.16665456E+00
4.21696503E+04,voltage,Rod_1_n5,2.03184822E+01,4.96362853E-01
5.62341325E+04,voltage,Node_1,2.02421437E+01,5.04721985E+00
5.62341325E+04,voltage,Node_2,2.02222994E+01,-1.21386985E-01
5.62341325E+04,voltage,Node_3,2.02071798E+01,-1.05313781E+00
5.62341325E+04,voltage,Rod_2_n1,2.02215137E+01,-3.33946819E-01
5.62341325E+04,voltage,Rod_2_n2,2.02185609E+01,-5.62465480E-01
5.62341325E+04,voltage,Rod_2_n3,2.02149919E+01,-7.56910527E-01
5.62341325E+04,voltage,Rod_2_n4,2.02115534E+01,-9.06554318E-01
5.62341325E+04,voltage,Rod_2_n5,2.02088122E+01,-1.00629991E+00
5.62341325E+04,voltage,Rod_1_n1,2.02390739E+01,4.27578547E+00
5.62341325E+04,voltage,Rod_1_n2,2.02358814E+01,3.42805815E+00
5.62341325E+04,voltage,Rod_1_n3,2.02326053E+01,2.55540237E+00
5.62341325E+04,voltage,Rod_1_n4,2.02292490E+01,1.66928278E+00
5.62341325E+04,voltage,Rod_1_n5,2.02258135E+01,7.75657401E-01
7.49894209E+04,voltage,Node_1,2.01462437E+01,6.86031097E+00
7.49894209E+04,voltage,Node_2,2.01171317E+01,-3.06892213E-02
7.49894209E+04,voltage,Node_3,2.00917801E+01,-1.27261858E+00
7.49894209E+04,voltage,Rod_2_n1,2.01159683E+01,-3.14223967E-01
7.49894209E+04,voltage,Rod_2_n2,2.01110969E+01,-6.18845043E-01
7.49894209E+04,voltage,Rod_2_n3,2.01050859E+01,-8.77997543E-01
7.49894209E+04,voltage,Rod_2_n4,2.00992443E+01,-1.07739969E+00
7.49894209E+04,voltage,Rod_2_n5,2.00945702E+01,-1.21027205E+00
7.49894209E+04,voltage,Rod_1_n1,2.01418125E+01,5.83186350E+00
7.49894209E+04,voltage,Rod_1_n2,2.01371636E+01,4.70165869E+00
7.49894209E+04,voltage,Rod_1_n3,2.01323670E+01,3.53819573E+00
7.49894209E+04,voltage,Rod_1_n4,2.01274283E+01,2.35676669E+00
7.49894209E+04,voltage,Rod_1_n5,2.01223495E+01,1.16532049E+00
1.00000000E+05,voltage,Node_1,2.00454803E+01,9.29786544E+00
1.00000000E+05,voltage,Node_2,2.00008374E+01,1.09876470E-01
1.00000000E+05,voltage,Node_3,1.99575631E+01,-1.54540258E+00
1.00000000E+05,voltage,Rod_2_n1,1.99989481E+01,-2.68407372E-01
1.00000000E+05,voltage,Rod_2_n2,1.99907246E+01,-6.74483847E-01
1.00000000E+05,voltage,Rod_2_n3,1.99804422E+01,-1.01985406E+00
1.00000000E+05,voltage,Rod_2_n4,1.99703996E+01,-1.28551613E+00
1.00000000E+05,voltage,Rod_2_n5,1.99623556E+01,-1.46246420E+00
1.00000000E+05,voltage,Rod_1_n1,2.00387849E+01,7.92671248E+00
1.00000000E+05,voltage,Rod_1_n2,2.00317035E+01,6.41981804E+00
1.00000000E+05,voltage,Rod_1_n3,2.00243607E+01,4.86853569E+00
1.00000000E+05,voltage,Rod_1_n4,2.00167667E+01,3.29326652E+00
1.00000000E+05,voltage,Rod_1_n5,2.00089250E+01,1.70461959E+00
1.33352143E+05,voltage,Node_1,1.99464559E+01,1.25712948E+01
1.33352143E+05,voltage,Node_2,1.98752966E+01,3.19547273E-01
1.33352143E+05,voltage,Node_3,1.98005437E+01,-1.88640041E+00
1.33352143E+05,voltage,Rod_2_n1,1.98720078E+01,-1.85264753E-01
1.33352143E+05,voltage,Rod_2_n2,1.98578994E+01,-7.26588663E-01
1.33352143E+05,voltage,Rod_2_n3,1.98401244E+01,-1.18680009E+00
1.33352143E+05,voltage,Rod_2_n4,1.98227237E+01,-1.54064094E+00
1.33352143E+05,voltage,Rod_2_n5,1.98087980E+01,-1.77617283E+00
1.33352143E+05,voltage,Rod_1_n1,1.99359151E+01,1.07431454E+01
1.33352143E+05,voltage,Rod_1_n2,1.99246901E+01,8.73387163E+00
1.33352143E+05,voltage,Rod_1_n3,1.99130026E+01,6.66531547E+00
1.33352143E+05,voltage,Rod_1_n4,1.99008707E+01,4.56470310E+00
1.33352143E+05,voltage,Rod_1_n5,1.98883010E+01,2.44620317E+00
1.77827941E+05,voltage,Node_1,1.98622758E+01,1.69634345E+01
1.77827941E+05,voltage,Node_2,1.97452337E+01,6.24090557E-01
1.77827941E+05,voltage,Node_3,1.96151349E+01,-2.31511364E+00
1.77827941E+05,voltage,Rod_2_n1,1.97392625E+01,-4.97654215E-02
1.77827941E+05,voltage,Rod_2_n2,1.97147940E+01,-7.71370436E-01
1.77827941E+05,voltage,Rod_2_n3,1.96838552E+01,-1.38447201E+00
1.77827941E+05,voltage,Rod_2_n4,1.96535565E+01,-1.85554687E+00
1.77827941E+05,voltage,Rod_2_n5,1.96293656E+01,-2.16882431E+00
1.77827941E+05,voltage,Rod_1_n1,1.98451053E+01,1.45258263E+01
1.77827941E+05,voltage,Rod_1_n2,1.98267213E+01,1.18464211E+01
1.77827941E+05,voltage,Rod_1_n3,1.98075182E+01,9.08774493E+00
1.77827941E+05,voltage,Rod_1_n4,1.97875290E+01,6.28615414E+00
1.77827941E+05,voltage,Rod_1_n5,1.97667654E+01,3.46059331E+00
2.37137371E+05,voltage,Node_1,1.98176916E+01,2.28532994E+01
2.37137371E+05,voltage,Node_2,1.96204829E+01,1.05779537E+00
2.37137371E+05,voltage,Node_3,1.93930804E+01,-2.85709221E+00
2.37137371E+05,voltage,Rod_2_n1,1.96094162E+01,1.57935972E-01
2.37137371E+05,voltage,Rod_2_n2,1.95666816E+01,-8.03958162E-01
2.37137371E+05,voltage,Rod_2_n3,1.95126014E+01,-1.62044755E+00
2.37137371E+05,voltage,Rod_2_n4,1.94596954E+01,-2.24714927E+00
2.37137371E+05,voltage,Rod_2_n5,1.94176025E+01,-2.66335248E+00
2.37137371E+05,voltage,Rod_1_n1,1.97889680E+01,1.96027843E+01
2.37137371E+05,voltage,Rod_1_n2,1.97580890E+01,1.60291962E+01
2.37137371E+05,voltage,Rod_1_n3,1.97257573E+01,1.23493794E+01
2.37137371E+05,voltage,Rod_1_n4,1.96920326E+01,8.61193340E+00
2.37137371E+05,voltage,Rod_1_n5,1.96569369E+01,4.84224072E+00
3.16227766E+05,voltage,Node_1,1.98582430E+01,3.07504837E+01
3.16227766E+05,voltage,Node_2,1.95199210E+01,1.66595356E+00
3.16227766E+05,voltage,Node_3,1.91215783E+01,-3.54581920E+00
3.16227766E+05,voltage,Rod_2_n1,1.94992629E+01,4.63599712E-01
3.16227766E+05,voltage,Rod_2_n2,1.94242998E+01,-8.18546867E-01
3.16227766E+05,voltage,Rod_2_n3,1.93295370E+01,-1.90528321E+00
3.16227766E+05,voltage,Rod_2_n4,1.92370305E+01,-2.73809129E+00
3.16227766E+05,voltage,Rod_2_n5,1.91637634E+01,-3.29004725E+00
3.16227766E+05,voltage,Rod_1_n1,1.98092301E+01,2.64154203E+01
3.16227766E+05,voltage,Rod_1_n2,1.97563778E+01,2.16480228E+01
3.16227766E+05,voltage,Rod_1_n3,1.97009393E+01,1.67377237E+01
3.16227766E+05,voltage,Rod_1_n4,1.96430243E+01,1.17496106E+01
3.16227766E+05,voltage,Rod_1_n5,1.95826760E+01,6.71781550E+00
4.21696503E+05,voltage,Node_1,2.00666711E+01,4.13444740E+01
4.21696503E+05,voltage,Node_2,1.94782984E+01,2.50786999E+00
4.21696503E+05,voltage,Node_3,1.87799841E+01,-4.42510540E+00
4.21696503E+05,voltage,Rod_2_n1,1.94397291E+01,8.99878434E-01
4.21696503E+05,voltage,Rod_2_n2,1.93078734E+01,-8.09119998E-01
4.21696503E+05,voltage,Rod_2_n3,1.91416081E+01,-2.25430842E+00
4.21696503E+05,voltage,Rod_2_n4,1.89798036E+01,-3.35907350E+00
4.21696503E+05,voltage,Rod_2_n5,1.88523560E+01,-4.08903749E+00
4.21696503E+05,voltage,Rod_1_n1,1.99818093E+01,3.55617985E+01
4.21696503E+05,voltage,Rod_1_n2,1.98900699E+01,2.91989891E+01
4.21696503E+05,voltage,Rod_1_n3,1.97936926E+01,2.26426421E+01
4.21696503E+05,voltage,Rod_1_n4,1.96928839E+01,1.59802158E+01
4.21696503E+05,voltage,Rod_1_n5,1.95877327E+01,9.25790104E+00
5.62341325E+05,voltage,Node_1,2.05929584E+01,5.55789247E+01
5.62341325E+05,voltage,Node_2,1.95581915E+01,3.66038439E+00
5.62341325E+05,voltage,Node_3,1.83339968E+01,-5.55205915E+00
5.62341325E+05,voltage,Rod_2_n1,1.94863569E+01,1.50666469E+00
5.62341325E+05,voltage,Rod_2_n2,1.92539782E+01,-7.71486703E-01
5.62341325E+05,voltage,Rod_2_n3,1.89620520E+01,-2.69087019E+00
5.62341325E+05,voltage,Rod_2_n4,1.86791069E+01,-4.15240914E+00
5.62341325E+05,voltage,Rod_2_n5,1.84577038E+01,-5.11364403E+00
5.62341325E+05,voltage,Rod_1_n1,2.04443966E+01,4.78624940E+01
5.62341325E+05,voltage,Rod_1_n2,2.02833866E+01,3.93638182E+01
5.62341325E+05,voltage,Rod_1_n3,2.01139457E+01,3.05999330E+01
5.62341325E+05,voltage,Rod_1_n4,1.99364776E+01,2.16890435E+01
5.62341325E+05,voltage,Rod_1_n5,1.97511778E+01,1.26943522E+01
7.49894209E+05,voltage,Node_1,2.17112194E+01,7.47718109E+01
7.49894209E+05,voltage,Node_2,1.98712664E+01,5.22178151E+00
7.49894209E+05,voltage,Node_3,1.77253035E+01,-7.00065336E+00
7.49894209E+05,voltage,Rod_2_n1,1.97377460E+01,2.32962927E+00
7.49894209E+05,voltage,Rod_2_n2,1.93273528E+01,-7.08274623E-01
7.49894209E+05,voltage,Rod_2_n3,1.88144147E+01,-3.25249911E+00
7.49894209E+05,voltage,Rod_2_n4,1.83198225E+01,-5.17775185E+00
7.49894209E+05,voltage,Rod_2_n5,1.79358326E+01,-6.43498372E+00
7.49894209E+05,voltage,Rod_1_n1,2.14487126E+01,6.44685494E+01
7.49894209E+05,voltage,Rod_1_n2,2.11632566E+01,5.31014914E+01
7.49894209E+05,voltage,Rod_1_n3,2.08621053E+01,4.13636893E+01
7.49894209E+05,voltage,Rod_1_n4,2.05460918E+01,2.94165340E+01
7.49894209E+05,voltage,Rod_1_n5,2.02156846E+01,1.73481460E+01
1.00000000E+06,voltage,Node_1,2.39337043E+01,1.00828549E+02
1.00000000E+06,voltage,Node_2,2.06174158E+01,7.31573397E+00
1.00000000E+06,voltage,Node_3,1.68526525E+01,-8.86580987E+00
1.00000000E+06,voltage,Rod_2_n1,2.03689450E+01,3.41415077E+00
1.00000000E+06,voltage,Rod_2_n2,1.96416523E+01,-6.40678100E-01
1.00000000E+06,voltage,Rod_2_n3,1.87388945E+01,-4.00330865E+00
1.00000000E+06,voltage,Rod_2_n4,1.78742151E+01,-6.52202119E+00
1.00000000E+06,voltage,Rod_2_n5,1.72092235E+01,-8.14852327E+00
1.00000000E+06,voltage,Rod_1_n1,2.34654002E+01,8.70559890E+01
1.00000000E+06,voltage,Rod_1_n2,2.29534383E+01,7.18151527E+01
1.00000000E+06,voltage,Rod_1_n3,2.24110709E+01,5.60387762E+01
1.00000000E+06,voltage,Rod_1_n4,2.18401524E+01,3.99510959E+01
1.00000000E+06,voltage,Rod_1_n5,2.12419051E+01,2.36788482E+01
